34.60015,92.49379,15.00000,7.50621,0.07740
0.59791,87.18750,2.00000,12.81250,0.00000
10.53189,96.36901,11.00000,3.63099,0.00000
11.00399,96.90967,9.00000,3.09033,0.06792
0.50573,56.77340,7.00000,43.22660,0.61576
2.23842,82.24819,6.00000,17.75181,0.13912
5.40172,84.72270,9.00000,15.27730,0.08071
12.39163,77.51307,6.00000,22.48693,0.00503
0.41106,43.78788,3.00000,56.21212,0.00000
1.81365,92.71978,6.00000,7.28022,0.75549
3.75498,60.05971,10.00000,39.94029,1.31033
1.11983,36.37375,13.00000,63.62625,4.11568
