33.75997,0.96117,7.00000,0.96117,0.00000
11.24502,9.81999,4.00000,9.81999,0.00000
11.76071,2.25070,3.00000,2.25070,0.00000
11.00025,3.08006,6.00000,3.08006,0.00000
5.16006,10.74231,3.00000,10.74231,0.00000
3.22932,4.32015,4.00000,4.32015,0.00000
2.18734,18.87813,5.00000,18.87813,0.00000
1.92763,8.49758,4.00000,8.49758,0.00000
1.21014,30.10808,4.00000,30.10808,0.00000
0.87382,58.87384,7.00000,58.87384,0.00000
0.53376,1.40023,2.00000,1.40023,0.00000
0.37182,1.34003,3.00000,1.34003,0.00000
0.46026,0.00000,0.00000,0.00000,0.00000
0.25411,55.14706,7.00000,55.14706,0.00000
0.18435,52.70270,5.00000,52.70270,0.00000
0.11771,71.95767,6.00000,71.95767,0.00000
0.07910,63.77953,4.00000,63.77953,0.00000
0.06041,46.39175,2.00000,46.39175,0.00000
0.03861,67.74194,5.00000,67.74194,0.00000
0.02367,63.15789,3.00000,63.15789,0.00000
