33.75997,0.96117,7.00000,0.96117,0.00000
12.00735,2.16816,3.00000,2.16816,0.00000
11.34903,3.67687,6.00000,3.67687,0.00000
10.68137,5.90671,3.00000,5.90671,0.00000
6.27491,34.66005,7.00000,34.66005,0.00000
3.33832,5.55970,3.00000,5.55970,0.00000
2.17115,26.01836,7.00000,26.01836,0.00000
1.11796,30.80780,5.00000,30.80780,0.00000
0.87195,71.35714,8.00000,71.35714,0.00000
0.75174,33.88567,5.00000,33.88567,0.00000
0.62718,48.85799,9.00000,48.85799,0.00000
0.34878,4.46429,3.00000,4.46429,0.00000
0.36684,0.00000,0.00000,0.00000,0.00000
0.26408,65.33019,7.00000,65.33019,0.00000
0.15695,65.47619,6.00000,65.47619,0.00000
0.11211,32.77778,3.00000,32.77778,0.00000
0.08657,74.82014,7.00000,74.82014,0.00000
0.06851,58.18182,6.00000,58.18182,0.00000
0.05232,28.57143,2.00000,28.57143,0.00000
0.03861,41.93548,4.00000,41.93548,0.00000
