32.29883,0.91595,7.00000,0.91595,0.00000
11.27367,9.97182,5.00000,9.97182,0.00000
11.17588,4.58092,6.00000,4.58092,0.00000
2.69619,35.82814,7.00000,35.82814,0.00000
3.51395,47.60723,6.00000,47.60723,0.00000
5.17688,11.59769,3.00000,11.59769,0.00000
9.91343,3.10988,3.00000,3.10988,0.00000
0.58545,10.95745,3.00000,10.95745,0.00000
0.61721,53.48133,6.00000,53.48133,0.00000
0.57299,73.91304,7.00000,73.91304,0.00000
0.62593,54.72637,6.00000,54.72637,0.00000
1.98368,15.22763,5.00000,15.22763,0.00000
2.34679,3.90127,4.00000,3.90127,0.00000
0.25224,47.65432,4.00000,47.65432,0.00000
0.47459,0.00000,0.00000,0.00000,0.00000
0.04048,47.69231,3.00000,47.69231,0.00000
0.08346,58.20896,5.00000,58.20896,0.00000
0.14699,61.44068,7.00000,61.44068,0.00000
0.18311,39.79592,1.00000,39.79592,0.00000
0.40919,0.45662,1.00000,0.45662,0.00000
