
53684.00000,0.00000,382.00000,134.00000,0.00000,2.00000,303.00000,38.00000,8.00000,54.00000,845.00000,1.00000,0.00000,19.00000,0.00000,43.00000,20.00000,41.00000,3.00000,9.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,122.00000,60.00000,0.00000,189.00000,0.00000,589.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
381.00000,16282.00000,13.00000,8.00000,49.00000,91.00000,0.00000,0.00000,0.00000,0.00000,11.00000,0.00000,0.00000,41.00000,6.00000,11.00000,13.00000,0.00000,4.00000,0.00000
44.00000,464.00000,0.00000,17118.00000,1.00000,3.00000,15.00000,6.00000,12.00000,4.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,0.00000,0.00000
6.00000,0.00000,0.00000,108.00000,0.00000,0.00000,0.00000,0.00000,0.00000,392.00000,0.00000,0.00000,0.00000,183.00000,103.00000,0.00000,0.00000,0.00000,20.00000,0.00000
12.00000,0.00000,0.00000,147.00000,0.00000,0.00000,2849.00000,0.00000,564.00000,7.00000,0.00000,5.00000,0.00000,0.00000,5.00000,2.00000,0.00000,0.00000,0.00000,1.00000
0.00000,948.00000,0.00000,76.00000,7395.00000,128.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,41.00000,33.00000,9.00000,19.00000,0.00000,6.00000,14.00000
51.00000,354.00000,18458.00000,0.00000,0.00000,0.00000,129.00000,0.00000,0.00000,164.00000,0.00000,0.00000,739.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,71.00000,0.00000,0.00000,0.00000,0.00000,0.00000,577.00000,0.00000,0.00000,0.00000,1.00000,9.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2832.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,38.00000,0.00000,52.00000,0.00000,0.00000
0.00000,0.00000,30.00000,0.00000,840.00000,4961.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000,140.00000,33.00000,46.00000,0.00000,9.00000,14.00000
26.00000,7.00000,0.00000,0.00000,0.00000,0.00000,94.00000,159.00000,1358.00000,16.00000,0.00000,2.00000,0.00000,92.00000,0.00000,53.00000,29.00000,0.00000,20.00000,0.00000
